string_0,string_1,number_0,number_1,number_2,number_3,number_4,number_5,target,is_test,line_id
Самара,Thursday,12851.0,10.9361804198125,14663.0,1947.0,4098.0,5,1.557,0,1703
Москва,Monday,466273.0,371.218403584755,518493.0,20328.0,58793.0,2,1.48,0,1704
Москва,Monday,520330.0,465.438420414329,603372.0,22385.0,29036.0,4,1.834,0,1706
Самара,Monday,1961.0,1.45087295569155,2149.0,459.0,1581.0,6,0.91,0,1708
Самара,Thursday,4806.0,3.45564407971852,6129.0,799.0,1894.0,5,1.041,0,1709
Санкт-Петербург,Wednesday,7834.0,6.33456745862144,7263.0,1347.0,2285.0,5,1.073,0,1711
Москва,Wednesday,6170.0,4.53741928205464,7256.0,1004.0,2702.0,6,0.801,0,1712
Москва,Thursday,48897.0,36.3810869882519,43045.0,3601.0,5676.0,5,2.167,0,1715
Москва,Thursday,7201.0,4.27562054430917,8483.0,1658.0,2160.0,7,1.68,0,1717
Москва,Thursday,18185.0,12.9739827575814,19257.0,1679.0,3496.0,5,2.397,0,1718
Москва,Friday,55177.0,32.5142359352109,42129.0,3834.0,5564.0,4,2.905,0,1723
Екатеринбург,Thursday,3406.0,2.20336170443432,3457.0,717.0,2761.0,5,1.518,0,1724
Екатеринбург,Friday,5479.0,4.89184855363946,7764.0,927.0,2149.0,5,2.904,0,1725
Нижний Новгород,Thursday,630700.0,472.357212663708,,34905.0,,5,6.529,0,1726
Москва,Friday,22304.0,15.6674491182245,19567.0,2183.0,3408.0,5,2.919,0,1727
Москва,Tuesday,8563.0,6.07661964992682,9217.0,1095.0,3056.0,16,0.738,0,1729
Новосибирск,Saturday,1060771.0,679.724526047729,,51376.0,,2,3.167,0,1730
Самара,Friday,55485.0,46.123359525239,63174.0,4072.0,9784.0,4,4.99,0,1731
Нижний Новгород,Wednesday,388109.0,322.076422923971,,20624.0,,5,1.007,0,1733
Самара,Wednesday,5835.0,4.65169799371222,6722.0,624.0,1903.0,4,0.936,0,1735
Самара,Thursday,4744.0,2.50763849150769,3691.0,831.0,1634.0,6,1.15,0,1736
Москва,Wednesday,194379.0,180.007053236289,202277.0,10793.0,15050.0,5,0.869,0,1739
Санкт-Петербург,Thursday,8926.0,6.72134813521552,9421.0,1384.0,3274.0,5,2.216,0,1740
Ростов-на-Дону,Monday,303352.0,274.165661597387,,14586.0,,10,1.79,0,1741
Хабаровск,Monday,8222360.0,6143.82987155242,,382537.0,,1,9.726,0,1742
Екатеринбург,Wednesday,333334.0,306.165505752251,337913.0,17077.0,26304.0,4,0.967,0,1744
Москва,Monday,13927.0,13.2638133512104,15041.0,1557.0,2820.0,12,0.707,0,1745
Екатеринбург,Monday,953167.0,824.112387825881,899051.0,45385.0,53068.0,5,1.899,0,1746
Санкт-Петербург,Tuesday,12632.0,9.12622450600909,12502.0,1798.0,3098.0,5,0.976,0,1747
Хабаровск,Tuesday,3142557.0,2288.10887999928,,138568.0,,6,7.185,0,1750
Москва,Tuesday,6524.0,4.66050121133203,6173.0,820.0,2348.0,15,0.677,0,1751
Москва,Thursday,583449.0,514.939309980246,,26845.0,,7,3.923,0,1753
Екатеринбург,Tuesday,508983.0,372.426750998634,742298.0,26318.0,62054.0,5,1.088,0,1754
Новосибирск,Wednesday,246060.0,205.593207111768,249151.0,13300.0,24878.0,6,0.798,0,1756
Самара,Friday,514022.0,339.267265221912,422099.0,27000.0,62092.0,6,7.367,0,1757
Москва,Wednesday,391601.0,349.637268944374,388587.0,18636.0,20773.0,5,0.893,0,1759
Москва,Friday,511897.0,458.112752912951,597011.0,21208.0,37483.0,5,2.955,0,1761
Екатеринбург,Tuesday,1913.0,0.757577776726554,1417.0,478.0,1080.0,5,0.741,0,1762
Нижний Новгород,Thursday,779205.0,564.636395820237,884021.0,38404.0,80137.0,5,4.142,0,1763
Москва,Monday,246995.0,219.428710948499,260819.0,11289.0,37166.0,6,1.242,0,1764
Хабаровск,Monday,,2041.44122981949,,,,5,14.842,0,1767
Москва,Monday,213790.0,194.97985778286,228803.0,10688.0,16816.0,13,1.734,0,1768
Москва,Tuesday,34712.0,23.5355504141816,33481.0,2852.0,6104.0,6,1.702,0,1769
Москва,Tuesday,294753.0,247.355775595464,369430.0,16848.0,19435.0,7,1.018,0,1770
Москва,Tuesday,51119.0,43.0030699596639,12752.0,4025.0,2764.0,6,0.93,0,1771
Екатеринбург,Thursday,208359.0,188.523749537283,261946.0,10315.0,34473.0,11,1.315,0,1772
Екатеринбург,Friday,2459822.0,1123.26455087484,,129322.0,,10,3.157,0,1774
Екатеринбург,Wednesday,950246.0,823.596726515045,906572.0,45477.0,55683.0,5,2.408,0,1775
Хабаровск,Thursday,754765.0,644.997435443915,840266.0,35146.0,55370.0,5,4.65,0,1776
Екатеринбург,Tuesday,390504.0,319.907527896999,428884.0,18510.0,40974.0,5,1.191,0,1779
Москва,Friday,19707.0,13.9032608051439,20653.0,1806.0,3460.0,7,2.866,0,1780
Екатеринбург,Monday,6647.0,5.75629535074528,6932.0,1252.0,2455.0,7,0.834,0,1781
Екатеринбург,Tuesday,1361275.0,1038.57251128109,,64513.0,,6,3.643,0,1782
Нижний Новгород,Monday,50148.0,37.4223119146992,48003.0,3959.0,8519.0,4,0.958,0,1783
Ростов-на-Дону,Tuesday,305673.0,274.642902120503,,15262.0,,5,2.694,0,1784
Москва,Thursday,6974.0,3.90094005492412,6529.0,1347.0,1807.0,11,2.142,0,1785
Екатеринбург,Thursday,1346185.0,1022.49497455852,,64120.0,,5,3.964,0,1786
Хабаровск,Wednesday,748371.0,638.032634104545,848932.0,34584.0,55816.0,4,3.256,0,1787
Хабаровск,Friday,3372420.0,2354.14904963056,,154964.0,,9,4.028,0,1788
Екатеринбург,Friday,368386.0,325.736338706445,,18567.0,,6,4.113,0,1789
Москва,Tuesday,28491.0,13.7216260116855,18477.0,2228.0,4140.0,5,0.751,0,1790
Москва,Monday,24171.0,16.9906189095055,23973.0,2413.0,4178.0,11,0.981,0,1793
Нижний Новгород,Monday,385965.0,320.667330428077,,20693.0,,4,0.909,0,1796
Екатеринбург,Monday,252376.0,209.3677749531,,14365.0,,5,3.983,0,1797
Москва,Tuesday,30183.0,22.7943980666091,33819.0,2911.0,5039.0,8,0.987,0,1798
Нижний Новгород,Monday,267473.0,220.410413711464,,14854.0,,4,2.032,0,1799
Екатеринбург,Thursday,507315.0,373.203251191653,733577.0,26071.0,75898.0,7,3.02,0,1800
Ростов-на-Дону,Monday,359297.0,312.826973610204,,17274.0,,5,4.706,0,1801
Москва,Monday,0.0,0.0397763088850942,0.0,0.0,0.0,6,0.853,0,1802
Москва,Wednesday,15761.0,10.0778644495363,18419.0,1349.0,3474.0,11,1.073,0,1803
Ростов-на-Дону,Thursday,349316.0,302.170451050887,365182.0,17352.0,29420.0,6,1.478,0,1804
Москва,Tuesday,26970.0,18.0226195513529,26160.0,2633.0,4086.0,2,0.865,0,1805
Москва,Monday,34712.0,23.5355504141816,33481.0,2852.0,6136.0,9,0.75,0,1807
Москва,Thursday,1270632.0,987.640020270848,1174448.0,58787.0,85989.0,6,4.486,0,1808
Хабаровск,Monday,2775617.0,2042.38733756133,,124902.0,,8,6.093,0,1810
Екатеринбург,Tuesday,370074.0,332.557411653775,369603.0,17763.0,23700.0,5,2.048,0,1813
Новосибирск,Friday,273154.0,205.491363650825,306460.0,13420.0,34275.0,5,2.359,0,1815
Новосибирск,Monday,560850.0,436.11702881917,,27201.0,,6,10.072,0,1816
Хабаровск,Tuesday,4279246.0,1596.80412713259,,201764.0,,13,4.115,0,1818
Ростов-на-Дону,Monday,152803.0,130.88292106237,165821.0,8402.0,12660.0,5,2.175,0,1819
Екатеринбург,Monday,326391.0,302.759800109718,329893.0,17035.0,25110.0,5,0.868,0,1820
Екатеринбург,Wednesday,395692.0,328.265033790242,,17303.0,,5,4.84,0,1822
Санкт-Петербург,Friday,32997.0,25.0235983872484,26615.0,2937.0,3187.0,4,2.958,0,1823
Москва,Thursday,22525.0,10.4079014123564,12672.0,1822.0,3207.0,11,2.14,0,1824
Нижний Новгород,Tuesday,20356.0,14.5499737936137,20941.0,2340.0,8730.0,6,0.849,0,1826
Москва,Monday,964987.0,904.616751328351,1081212.0,42546.0,72632.0,5,1.965,0,1827
Екатеринбург,Monday,359994.0,287.993384868305,391492.0,17528.0,30089.0,5,0.85,0,1829
Москва,Friday,21186.0,15.0538359777582,21963.0,1905.0,3518.0,8,2.901,0,1830
Ростов-на-Дону,Friday,405048.0,322.930974568775,435407.0,19279.0,32599.0,6,5.176,0,1832
Екатеринбург,Wednesday,21954.0,16.6816712457582,25182.0,1790.0,4726.0,5,2.076,0,1833
Нижний Новгород,Tuesday,271729.0,221.38256459887,255612.0,14613.0,19539.0,7,5.077,0,1835
Нижний Новгород,Tuesday,1287924.0,971.233395581865,,61167.0,,6,3.304,0,1836
Екатеринбург,Wednesday,474489.0,348.870227115818,,24654.0,,5,2.607,0,1837
Ростов-на-Дону,Monday,286417.0,256.341317728382,304420.0,12856.0,26220.0,6,0.812,0,1838
Ростов-на-Дону,Thursday,698362.0,611.298227964999,736398.0,33174.0,73269.0,5,3.867,0,1841
Хабаровск,Monday,3118852.0,2205.43351044332,3335093.0,143945.0,263129.0,9,1.71,0,1842
Екатеринбург,Friday,206690.0,191.411425588104,253957.0,10158.0,33386.0,6,2.911,0,1843
Нижний Новгород,Friday,837074.0,627.306704790428,,41973.0,,4,4.766,0,1845
Екатеринбург,Monday,139916.0,122.295558521555,,7174.0,,6,0.936,0,1847
Санкт-Петербург,Tuesday,962916.0,827.211849870211,1765448.0,46447.0,129570.0,5,2.275,0,1848
Санкт-Петербург,Monday,966818.0,826.992158380319,1769131.0,46946.0,130892.0,5,1.922,0,1849
Екатеринбург,Wednesday,1342422.0,1021.22407767029,,63542.0,,5,2.559,0,1850
Москва,Wednesday,78855.0,69.679051931945,75641.0,4566.0,8923.0,8,1.046,0,1851
Хабаровск,Wednesday,3146777.0,2232.20666637885,,145023.0,,4,4.846,0,1852
Москва,Monday,47931.0,47.2476953017526,70088.0,3689.0,8228.0,7,0.492,0,1854
Новосибирск,Tuesday,794301.0,631.190620744624,773651.0,39626.0,68400.0,4,0.976,0,1855
Новосибирск,Thursday,786628.0,623.554634283746,776358.0,39134.0,71093.0,4,1.724,0,1857
Москва,Wednesday,384856.0,352.497029759496,,16791.0,,5,5.144,0,1858
Москва,Wednesday,27871.0,20.7663166802268,31778.0,2496.0,4647.0,6,0.76,0,1860
Москва,Friday,31503.0,18.6800009307731,26277.0,2581.0,4201.0,5,2.797,0,1863
Москва,Wednesday,19280.0,11.1604006471928,15093.0,1629.0,4331.0,12,0.914,0,1864
Москва,Wednesday,98818.0,80.7240181638375,,5494.0,,6,0.916,0,1865
Москва,Monday,16518.0,9.97005802292699,13836.0,1861.0,2998.0,13,1.057,0,1867
Москва,Thursday,256189.0,220.361082064484,249060.0,12997.0,14644.0,8,2.829,0,1868
Ростов-на-Дону,Monday,522337.0,435.478924596909,,23930.0,,5,2.855,0,1869
Хабаровск,Friday,3011105.0,2245.41820606998,3207433.0,136704.0,252392.0,6,3.694,0,1870
Хабаровск,Friday,874344.0,653.818681805815,912414.0,42284.0,60939.0,6,3.202,0,1871
Санкт-Петербург,Wednesday,963245.0,826.595193243315,1766714.0,46429.0,129708.0,5,3.233,0,1872
Екатеринбург,Monday,205332.0,171.633084828695,,9438.0,,6,2.682,0,1873
Ростов-на-Дону,Wednesday,11042.0,7.80059511268687,11329.0,1687.0,4005.0,5,0.842,0,1874
Екатеринбург,Thursday,371095.0,333.789703362883,,17745.0,,5,3.939,0,1875
Ростов-на-Дону,Friday,163077.0,128.47867464416,178425.0,8144.0,13241.0,5,2.896,0,1877
Екатеринбург,Wednesday,1130019.0,881.327124344629,,53347.0,,5,2.425,0,1878
Хабаровск,Friday,2103337.0,1577.29880525021,,89627.0,,5,3.851,0,1879
Екатеринбург,Monday,371092.0,332.837740239355,508968.0,17846.0,49264.0,5,1.838,0,1880
Ростов-на-Дону,Thursday,282131.0,254.820346826964,297014.0,13412.0,25396.0,5,1.64,0,1881
Москва,Friday,20645.0,12.9638526796502,17930.0,1945.0,3343.0,6,2.926,0,1883
Москва,Thursday,971330.0,910.342140397196,1074028.0,43279.0,69796.0,3,3.822,0,1884
Екатеринбург,Thursday,511166.0,369.6683109258,733742.0,26448.0,76697.0,13,2.914,0,1885
Ростов-на-Дону,Wednesday,522337.0,435.478924596909,,23930.0,,6,2.352,0,1888
Ростов-на-Дону,Tuesday,701818.0,599.225138880047,733767.0,32956.0,51136.0,6,2.031,0,1889
Новосибирск,Tuesday,284021.0,209.216103424864,,14292.0,,4,0.925,0,1890
Самара,Wednesday,102380.0,71.1736273022199,,5658.0,,5,0.952,0,1892
Самара,Monday,1193301.0,782.529723630081,1159950.0,62554.0,111985.0,6,2.771,0,1893
Санкт-Петербург,Friday,54248.0,47.4575025539291,54293.0,3163.0,4237.0,4,3.946,0,1894
Москва,Thursday,290695.0,246.037554434989,380564.0,16166.0,20976.0,14,1.501,0,1895
Хабаровск,Thursday,754488.0,642.852052746922,846291.0,35103.0,56617.0,6,3.938,0,1896
Москва,Monday,530805.0,456.693768357394,545916.0,24964.0,25722.0,4,1.816,0,1898
Самара,Tuesday,240029.0,173.188435867589,,13550.0,,10,3.886,0,1899
Москва,Monday,20956.0,14.34041601221,22607.0,1886.0,4033.0,11,0.945,0,1901
Нижний Новгород,Wednesday,384125.0,317.102854764048,,20247.0,,5,0.988,0,1904
Москва,Wednesday,21007.0,13.6326515084067,19494.0,2203.0,4087.0,6,0.713,0,1905
Самара,Thursday,409433.0,361.826640589722,439951.0,19345.0,34608.0,5,3.935,0,1906
Самара,Tuesday,238661.0,172.658295055377,,13406.0,,5,3.759,0,1907
Самара,Friday,1194060.0,783.376284544938,1158837.0,62897.0,113657.0,4,4.716,0,1908
Хабаровск,Tuesday,408875.0,274.86646017604,,20099.0,,11,1.764,0,1909
Санкт-Петербург,Monday,7420.0,4.55374718984404,7048.0,1085.0,3289.0,5,0.972,0,1912
Самара,Thursday,821067.0,697.943901340464,,37932.0,,5,5.885,0,1914
Ростов-на-Дону,Wednesday,907245.0,774.43986175313,,44942.0,,3,2.958,0,1916
Екатеринбург,Wednesday,6221.0,4.14368845194068,6335.0,1047.0,3163.0,5,0.913,0,1917
Санкт-Петербург,Monday,138368.0,124.678348845451,132703.0,7051.0,6717.0,5,0.987,0,1919
Москва,Tuesday,19221.0,10.8818903229523,21860.0,1812.0,3987.0,10,0.909,0,1921
Самара,Tuesday,4763.0,3.25262992326934,5212.0,763.0,2389.0,5,0.908,0,1922
Санкт-Петербург,Monday,426828.0,298.61526696768,399192.0,19827.0,31594.0,5,0.855,0,1925
Москва,Tuesday,13717.0,7.84852685055628,14034.0,1193.0,3253.0,7,0.779,0,1928
Санкт-Петербург,Friday,23181.0,13.416489966651,19097.0,2287.0,4185.0,4,3.037,0,1930
Екатеринбург,Wednesday,910724.0,440.315841976715,,41948.0,,7,8.911,0,1932
Хабаровск,Tuesday,2104912.0,1575.17416669602,2324767.0,89421.0,174334.0,8,5.841,0,1934
Москва,Thursday,81418.0,54.0607505648042,67920.0,4760.0,8279.0,4,1.716,0,1935
Екатеринбург,Friday,507169.0,374.039414132784,734021.0,26011.0,76244.0,2,3.381,0,1936
Санкт-Петербург,Tuesday,9950.0,7.46663165721081,9197.0,1193.0,3571.0,5,0.991,0,1939
Москва,Friday,17609.0,15.4382140509686,21837.0,1985.0,4494.0,4,2.961,0,1940
Екатеринбург,Thursday,8563.0,7.02824147480662,10218.0,1211.0,3511.0,5,1.463,0,1941
Москва,Friday,20433.0,13.4074232020595,18748.0,2028.0,3236.0,7,2.975,0,1942
Екатеринбург,Wednesday,627403.0,445.8114784772,,30915.0,,5,7.24,0,1943
Новосибирск,Thursday,790358.0,631.558243994245,769748.0,39254.0,67058.0,4,1.58,0,1946
Новосибирск,Tuesday,367385.0,304.711865507565,454707.0,17629.0,26350.0,4,1.113,0,1948
Москва,Tuesday,7109.0,5.03640659012121,9113.0,1179.0,2559.0,9,0.89,0,1949
Екатеринбург,Friday,208359.0,188.523749537283,261946.0,10315.0,34473.0,5,2.811,0,1951
Новосибирск,Tuesday,240459.0,217.194495088836,,11814.0,,4,3.49,0,1952
Екатеринбург,Tuesday,420983.0,348.932748967172,,20869.0,,5,3.193,0,1953
Екатеринбург,Tuesday,209174.0,194.230544118533,254448.0,10519.0,33453.0,5,0.88,0,1954
Ростов-на-Дону,Friday,275202.0,249.286242346046,301038.0,12712.0,26196.0,4,2.904,0,1955
Екатеринбург,Friday,214824.0,197.272441714616,252858.0,10795.0,32433.0,4,2.798,0,1956
Москва,Monday,191903.0,174.772183828755,207778.0,10516.0,16575.0,7,0.569,0,1957
Самара,Thursday,165927.0,141.262949583744,188091.0,8314.0,18372.0,5,1.656,0,1958
Самара,Friday,313807.0,200.451007466867,453899.0,15739.0,35123.0,5,6.208,0,1959
Ростов-на-Дону,Monday,910874.0,777.275779890703,,45548.0,,4,3.861,0,1960
Новосибирск,Monday,268874.0,202.111456862272,304937.0,13092.0,34774.0,5,1.13,0,1961
Нижний Новгород,Monday,232027.0,195.842842213778,,12324.0,,4,0.888,0,1962
Москва,Friday,1500107.0,991.221689641871,,73596.0,,6,6.387,0,1964
Москва,Thursday,467962.0,406.528056503339,500049.0,22854.0,38797.0,7,1.029,0,1965
Екатеринбург,Wednesday,403757.0,350.022912685482,402730.0,20538.0,30086.0,4,2.847,0,1966
Хабаровск,Monday,755669.0,645.141401326009,842202.0,35169.0,55320.0,6,2.169,0,1967
Екатеринбург,Monday,205865.0,189.132523055917,260041.0,10194.0,34313.0,8,1.089,0,1969
Москва,Thursday,7109.0,5.03640659012121,9113.0,1179.0,2559.0,7,1.088,0,1970
Москва,Wednesday,513185.0,459.24964031386,603932.0,21353.0,29183.0,6,2.241,0,1971
Новосибирск,Friday,284021.0,209.216103424864,,14292.0,,5,3.261,0,1973
Екатеринбург,Thursday,4074.0,2.47602834137521,4937.0,803.0,2715.0,5,1.504,0,1974
Москва,Tuesday,1043659.0,880.730738216244,1411345.0,46744.0,101893.0,6,7.97,0,1975
Москва,Tuesday,38660.0,30.7197490847976,39754.0,3348.0,6143.0,6,0.789,0,1976
Екатеринбург,Thursday,19872.0,15.8355113532692,,2207.0,,5,1.551,0,1978
Нижний Новгород,Tuesday,14096.0,10.0379387728824,16849.0,1571.0,6374.0,6,0.696,0,1979
Нижний Новгород,Wednesday,397318.0,327.691538817107,,21301.0,,5,1.072,0,1980
Москва,Monday,1066.0,0.849510501555326,901.0,209.0,657.0,16,0.94,0,1982
Москва,Thursday,700491.0,554.119016919595,785888.0,31849.0,50685.0,5,4.809,0,1983
Нижний Новгород,Thursday,496312.0,344.176636415515,384463.0,25186.0,25549.0,1,6.964,0,1984
Нижний Новгород,Wednesday,630700.0,472.357212663708,,34905.0,,5,6.953,0,1986
Новосибирск,Monday,263324.0,199.128359687574,300025.0,12943.0,32682.0,5,1.314,0,1988
Москва,Friday,21007.0,13.6326515084067,19494.0,2203.0,4087.0,4,2.821,0,1989
Москва,Monday,161568.0,137.159584033277,156137.0,10778.0,14868.0,7,0.548,0,1990
Ростов-на-Дону,Monday,287856.0,256.321111678088,303092.0,13172.0,25936.0,6,0.817,0,1991
Нижний Новгород,Thursday,10054.0,7.05176464484308,9886.0,1279.0,4111.0,5,1.512,0,1992
Новосибирск,Tuesday,327163.0,258.744912413435,476834.0,15929.0,39845.0,5,2.935,0,1993
Москва,Tuesday,25552.0,17.4230790368849,23665.0,2229.0,3759.0,9,1.624,0,1994
Хабаровск,Friday,916129.0,599.654072991013,,79528.0,,5,3.688,0,1995
Москва,Wednesday,18608.0,12.2889588088917,20326.0,1720.0,4398.0,9,1.225,0,1996
Москва,Monday,115437.0,102.487597358962,121125.0,7416.0,13594.0,6,0.582,0,1997
Самара,Wednesday,271005.0,213.292346347728,,15055.0,,19,6.007,0,1999
Самара,Thursday,85783.0,60.286313730196,,4741.0,,6,1.401,0,2001
Санкт-Петербург,Thursday,11100.0,8.01395617509424,10577.0,1506.0,4324.0,5,1.566,0,2002
Хабаровск,Monday,2668560.0,1978.11869488859,2880014.0,118898.0,223871.0,7,3.246,0,2003
Москва,Tuesday,2669.0,1.41107958043394,2741.0,602.0,1162.0,8,0.8,0,2004
Москва,Friday,20447.0,13.944737520954,17949.0,1908.0,3195.0,8,2.42,0,2005
Хабаровск,Friday,8410.0,7.44987438800391,9499.0,1138.0,4299.0,7,2.762,0,2006
Москва,Tuesday,528026.0,461.253939232846,607795.0,22405.0,30420.0,5,1.42,0,2007
